4,15,125,0,0
4,20,125,0,0
4,25,125,0,0
4,30,125,0,0
4,35,125,0,0
4,40,125,0,0
4,45,125,0,0
4,50,125,0,0
4,55,125,0,0
4,60,125,0,0
4,65,125,0,0
4,70,125,0,0
4,75,125,0,0
4,80,125,0,0
4,85,125,0,0
4,90,125,0,0
4,95,125,0,0
4,100,125,0,0
4,105,125,0,0
4,110,125,0,0
4,115,125,0,0
4,120,125,0,0
4,125,125,0,0
4,130,125,0,0
4,135,125,0,0
4,140,125,0,0
4,145,125,0,0
4,150,125,0,0
4,155,125,0,0
4,160,125,0,0
4,165,125,0,0
4,170,125,0,0
4,175,125,0,0
4,180,125,0,0
4,185,125,0,0
4,190,125,0,0
4,195,125,0,0
4,200,125,0,0
4,205,125,0,0
4,210,125,0,0
4,215,125,0,0
4,220,125,0,0
4,225,125,0,0
4,230,125,0,0
4,235,125,0,0
4,240,125,0,0
4,245,125,0,0
4,250,125,0,0
4,255,125,0,0
4,260,125,0,0
4,265,120,1,0
4,270,115,1,0
4,275,110,1,0
4,280,105,1,0
4,285,100,1,0
4,290,95,1,0
4,295,90,1,0
4,300,85,1,0
4,305,80,1,0
4,310,75,1,0
4,315,70,1,0
4,320,65,1,0
4,325,60,1,0
4,330,55,1,0
4,335,50,1,0
4,340,45,1,0
4,345,40,1,0
4,350,35,1,0
4,355,30,1,0
4,360,25,1,0
4,365,20,1,0
4,370,15,1,0
4,375,10,1,0
4,380,5,1,0
4,385,0,1,0
4,390,0,1,0
4,395,0,1,0
4,400,0,1,0
4,405,0,1,0
4,410,0,1,0
4,415,0,1,0
4,420,0,0,0
4,425,0,0,0
4,430,0,0,0
4,435,5,0,1
4,440,10,0,1
4,445,15,0,1
4,450,20,0,1
4,455,25,0,1
4,460,30,0,1
42,440,35,0,1
42,445,40,0,1
42,450,45,0,1
42,455,50,0,1
42,460,55,0,1
56,35,55,0,0
56,40,55,0,0
56,45,55,0,0
56,50,55,0,0
56,55,55,0,0
56,60,55,0,0
56,65,55,0,0
56,70,55,0,0
56,75,55,0,0
56,80,55,0,0
56,85,55,0,0
56,90,55,0,0
56,95,55,0,0
56,100,55,0,0
56,105,55,0,0
56,110,55,0,0
56,115,55,0,0
56,120,55,0,0
56,125,55,0,0
56,130,55,0,0
56,135,55,0,0
56,140,55,0,0
56,145,55,0,0
56,150,55,0,0
56,155,55,0,0
56,160,55,0,0
56,165,55,0,0
56,170,55,0,0
56,175,55,0,0
56,180,55,0,0
56,185,55,0,0
56,190,55,0,0
56,195,55,0,0
56,200,55,0,0
56,205,55,0,0
56,210,55,0,0
56,215,55,0,0
56,220,55,0,0
56,225,55,0,0
56,230,55,0,0
56,235,55,0,0
56,240,55,0,0
56,245,55,0,0
56,250,55,0,0
56,255,55,0,0
56,260,55,0,0
56,265,55,0,0
56,270,55,0,0
56,275,55,0,0
56,280,55,0,0
56,285,55,0,0
56,290,55,0,0
56,295,55,0,0
56,300,55,0,0
56,305,55,0,0
56,310,55,0,0
56,315,55,0,0
56,320,55,0,0
56,325,55,0,0
56,330,55,0,0
56,335,55,0,0
56,340,55,0,0
56,345,55,0,0
56,350,55,0,0
56,355,55,0,0
56,360,55,0,0
56,365,55,0,0
56,370,55,0,0
56,375,55,0,0
56,380,55,0,0
56,385,55,0,0
56,390,55,0,0
56,395,55,0,0
56,400,55,0,0
56,405,55,0,0
56,410,55,0,0
56,415,55,0,0
56,420,55,0,0
56,425,55,0,0
56,430,55,0,0
56,435,55,0,0
56,440,55,0,0
56,445,55,0,0
56,450,55,0,0
56,455,55,0,0
56,460,55,0,0
158,265,55,0,0
158,270,55,0,0
158,275,55,0,0
158,280,55,0,0
158,285,55,0,0
158,290,55,0,0
158,295,55,0,0
158,300,60,0,1
158,305,65,0,1
158,310,70,0,1
158,315,75,0,1
158,320,80,0,1
158,325,85,0,1
158,330,90,0,1
158,335,95,0,1
158,340,100,0,1
158,345,105,0,1
158,350,110,0,1
158,355,115,0,1
158,360,120,0,1
158,365,125,0,1
158,370,130,0,1
158,375,135,0,1
158,380,140,0,1
158,385,145,0,1
158,390,145,0,0
158,395,145,0,0
158,400,145,0,0
158,405,145,0,0
158,410,145,0,0
158,415,145,0,0
158,420,145,0,0
158,425,145,0,0
158,430,145,0,0
158,435,145,0,0
158,440,145,0,0
158,445,145,0,0
158,450,145,0,0
158,455,145,0,0
158,460,145,0,0
54,15,145,0,0
54,20,145,0,0
54,25,145,0,0
54,30,145,0,0
54,35,145,0,0
54,40,145,0,0
54,45,145,0,0
54,50,145,0,0
54,55,145,0,0
54,60,145,0,0
54,65,145,0,0
54,70,145,0,0
54,75,145,0,0
54,80,145,0,0
54,85,145,0,0
54,90,145,0,0
54,95,145,0,0
54,100,145,0,0
54,105,145,0,0
54,110,145,0,0
54,115,145,0,0
54,120,140,1,0
54,125,135,1,0
54,130,130,1,0
54,135,125,1,0
54,140,120,1,0
54,145,115,1,0
54,150,110,1,0
54,155,105,1,0
54,160,100,1,0
54,165,95,1,0
54,170,90,1,0
54,175,85,1,0
54,180,80,1,0
54,185,75,1,0
54,190,75,0,0
54,195,75,0,0
54,200,75,0,0
54,205,75,0,0
54,210,75,0,0
54,215,75,0,0
54,220,75,0,0
54,225,75,0,0
54,230,75,0,0
54,235,75,0,0
54,240,75,0,0
54,245,75,0,0
54,250,75,0,0
54,255,75,0,0
54,260,75,0,0
54,265,75,0,0
54,270,75,0,0
54,275,70,1,0
54,280,65,1,0
54,285,60,1,0
54,290,55,1,0
54,295,50,1,0
54,300,50,0,0
54,305,50,0,0
54,310,50,0,0
54,315,50,0,0
54,320,50,0,0
54,325,50,0,0
54,330,50,0,0
54,335,50,0,0
54,340,50,0,0
