0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
648,0,0,0,0,0,0
562,0,0,0,0,0,0
495,0,0,0,0,0,0
413,0,0,0,0,0,0
323,0,0,0,0,0,0
221,0,0,0,0,0,1
125,0,0,0,0,0,0
20,0,0,0,0,0,0
286,0,0,0,0,0,1
197,670,0,0,0,0,1
109,583,0,0,0,0,0
21,494,0,0,0,0,0
0,412,0,0,0,0,0
641,337,0,0,0,0,0
558,254,0,0,0,0,1
454,150,0,0,0,0,1
357,53,0,0,0,0,0
259,0,0,0,0,0,0
184,661,0,0,0,0,1
87,564,0,0,0,0,1
0,466,0,0,0,0,0
0,368,0,0,0,0,0
0,278,0,0,0,0,0
693,188,0,0,0,0,1
602,96,0,0,0,0,1
518,13,0,0,0,0,0
442,0,0,0,0,0,0
366,0,0,0,0,0,0
268,0,0,0,0,0,1
171,0,0,0,0,0,1
81,0,0,0,0,0,0
452,0,0,0,0,0,0
361,0,0,0,0,0,0
270,0,0,0,0,0,0
177,623,0,0,0,0,1
92,538,0,0,0,0,1
0,445,0,0,0,0,0
0,339,0,0,0,0,0
0,240,0,0,0,0,0
698,148,0,0,0,0,1
598,48,0,0,0,0,0
492,0,0,0,0,0,0
398,0,0,0,0,0,0
315,0,0,0,0,0,0
223,631,0,0,0,0,1
127,535,0,0,0,0,1
35,443,0,0,0,0,0
0,334,0,0,0,0,0
0,218,0,0,0,0,1
0,125,0,0,0,0,0
0,19,0,0,0,0,0
0,529,0,0,0,0,0
0,444,0,0,0,0,0
673,364,0,0,0,0,0
590,280,0,0,0,0,0
513,204,0,0,0,0,1
428,119,0,0,0,0,0
323,14,0,0,0,0,0
231,0,0,0,0,0,1
127,0,0,0,0,0,1
33,0,0,0,0,0,0
348,0,0,0,0,0,0
255,643,0,0,0,0,1
163,551,0,0,0,0,1
78,466,0,0,0,0,0
0,371,0,0,0,0,0
0,268,0,0,0,0,0
0,166,0,0,0,0,1
0,63,0,0,0,0,0
0,498,0,0,0,0,0
0,390,0,0,0,0,0
0,285,0,0,0,0,0
0,178,0,0,0,0,1
0,71,0,0,0,0,0
0,8,0,0,0,0,0
638,0,0,0,0,0,0
550,0,0,0,0,0,0
443,0,0,0,0,0,0
342,0,0,0,0,0,0
250,702,0,0,0,0,1
140,591,0,0,0,0,0
21,473,0,0,0,0,0
0,361,0,0,0,0,0
0,268,0,0,0,0,0
0,176,0,0,0,0,1
0,65,0,0,0,0,0
675,0,0,0,0,0,0
572,0,0,0,0,0,0
452,0,0,0,0,0,0
332,0,0,0,0,0,0
219,0,0,0,0,0,1
105,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
606,0,0,0,0,0,0
502,0,0,0,0,0,0
390,0,0,0,0,0,0
293,0,0,0,0,0,0
188,613,0,0,0,0,1
83,508,0,0,0,0,0
0,404,0,0,0,0,0
0,309,0,0,0,0,0
0,223,0,0,0,0,1
0,128,0,0,0,0,0
0,23,0,0,0,0,0
0,601,0,0,0,0,0
0,496,0,0,0,0,0
0,391,0,0,0,0,0
0,286,0,0,0,0,0
0,216,0,0,0,0,1
0,121,0,0,0,0,0
0,25,0,0,0,0,0
0,0,0,0,0,0,0
655,0,0,0,0,0,0
540,0,0,0,0,0,0
427,0,0,0,0,0,0
329,0,0,0,0,0,0
215,0,0,0,0,0,1
83,0,0,0,0,0,0
1,0,0,0,0,0,0
0,665,0,0,0,0,0
0,560,0,0,0,0,0
0,463,0,0,0,0,0
0,366,0,0,0,0,0
0,269,0,0,0,0,0
0,171,0,0,0,0,1
0,74,0,0,0,0,0
0,19,0,0,0,0,0
0,0,0,0,0,0,0
603,0,0,0,0,0,0
494,0,0,0,0,0,0
404,0,0,0,0,0,0
306,0,0,0,0,0,0
196,606,0,0,0,0,1
88,499,0,0,0,0,0
0,393,0,0,0,0,0
0,284,0,0,0,0,1
0,175,0,0,0,0,1
0,59,0,0,0,0,0
0,501,0,0,0,0,0
0,384,0,0,0,0,0
0,269,0,0,0,0,1
0,144,0,0,0,0,1
0,19,0,0,0,0,0
663,0,0,0,0,0,0
557,0,0,0,0,0,0
449,0,0,0,0,0,0
340,0,0,0,0,0,0
232,0,0,0,0,0,1
102,0,0,0,0,0,0
18,709,0,0,0,0,0
0,602,0,0,0,0,0
0,492,0,0,0,0,0
0,364,0,0,0,0,0
0,245,0,0,0,0,1
0,117,0,0,0,0,0
0,393,0,0,0,0,0
0,254,0,0,0,0,1
696,114,0,0,0,0,0
566,0,0,0,0,0,0
443,0,0,0,0,0,0
320,0,0,0,0,0,0
186,0,0,0,0,0,1
53,0,0,0,0,0,0
408,0,0,0,0,0,0
284,0,0,0,0,0,1
169,0,0,0,0,0,1
54,0,0,0,0,0,0
0,0,0,0,0,0,0
0,648,0,0,0,0,0
0,542,0,0,0,0,0
0,415,0,0,0,0,0
0,299,0,0,0,0,1
592,175,0,0,0,0,0
484,68,0,0,0,0,0
368,0,0,0,0,0,0
269,0,0,0,0,0,1
152,0,0,0,0,0,1
43,0,0,0,0,0,0
0,0,0,0,0,0,0
637,0,0,0,0,0,0
508,0,0,0,0,0,0
388,0,0,0,0,0,0
300,0,0,0,0,0,0
200,0,0,0,0,0,1
72,0,0,0,0,0,0
0,0,0,0,0,0,0
0,696,0,0,0,0,0
0,568,0,0,0,0,0
0,419,0,0,0,0,0
0,289,0,0,0,0,1
0,169,0,0,0,0,1
0,49,0,0,0,0,0
0,0,0,0,0,0,0
0,594,0,0,0,0,0
0,464,0,0,0,0,0
0,335,0,0,0,0,1
583,205,0,0,0,0,0
472,94,0,0,0,0,0
342,0,0,0,0,0,0
212,0,0,0,0,0,1
82,0,0,0,0,0,0
0,0,0,0,0,0,0
564,0,0,0,0,0,0
434,0,0,0,0,0,0
275,0,0,0,0,0,1
137,0,0,0,0,0,0
7,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,641,145,0,0,0
0,0,0,0,504,151,0
0,0,372,145,0,0,0
0,0,0,0,236,151,1
0,0,102,145,0,0,0
0,0,0,0,0,0,0
0,0,0,0,676,119,0
0,0,0,0,532,119,0
0,0,384,113,0,0,0
0,0,0,0,250,119,1
0,0,103,113,0,0,0
0,0,0,0,0,0,0
671,0,0,0,0,0,0
549,0,0,0,0,0,0
428,0,0,0,0,0,0
296,0,0,0,0,0,1
194,0,0,0,0,0,1
71,0,675,144,0,0,0
0,0,0,0,564,150,0
0,0,443,145,0,0,0
0,0,0,0,319,150,0
0,0,194,145,0,0,1
0,0,93,145,0,0,0
0,0,0,0,0,0,0
0,664,0,0,0,0,0
0,530,0,0,0,0,0
0,386,0,0,0,0,0
0,240,0,0,0,0,1
0,114,0,0,0,0,0
0,23,0,0,0,0,0
0,693,0,0,0,0,0
0,525,0,0,0,0,0
0,408,0,0,0,0,0
0,273,669,176,0,0,1
0,145,0,0,552,182,0
0,19,436,176,0,0,0
0,0,0,0,319,182,1
0,0,203,176,0,0,1
