0,0,0,0,85,182,0
0,693,0,0,0,0,0
0,568,0,0,0,0,0
0,437,0,0,0,0,0
0,320,0,0,0,0,1
0,193,0,0,679,183,1
0,52,0,0,550,182,0
0,0,421,176,0,0,0
0,0,0,0,290,182,1
0,0,172,176,0,0,1
0,0,0,0,52,182,0
0,0,0,0,0,0,0
0,658,0,0,0,0,0
0,515,0,0,0,0,0
0,359,0,0,0,0,0
0,240,0,0,0,0,1
0,98,542,145,0,0,0
0,0,363,145,0,0,0
0,0,0,0,206,151,1
0,0,52,145,0,0,0
0,0,0,0,0,0,0
0,0,609,176,0,0,0
0,0,0,0,464,182,0
0,0,318,176,0,0,1
0,0,0,0,172,182,1
0,0,41,176,0,0,0
653,0,0,0,0,0,0
517,0,0,0,0,0,0
394,0,0,0,0,0,0
260,0,0,0,0,0,1
114,0,0,0,0,0,0
11,0,0,0,0,0,0
0,0,0,0,0,0,0
0,571,0,0,0,0,0
0,356,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
